,id,full_name,first_name,last_name,is_active
487,1641775,Jordan Walsh,Jordan,Walsh,True
488,1642266,Ja'Kobe Walter,Ja'Kobe,Walter,True
489,1642276,Kel'el Ware,Kel'el,Ware,True
490,1629023,P.J. Washington,P.J.,Washington,True
491,1630322,Lindy Waters III,Lindy,Waters III,True
492,1630570,Trendon Watford,Trendon,Watford,True
493,1642364,Jamir Watkins,Jamir,Watkins,True
494,1631212,Peyton Watson,Peyton,Watson,True
495,1642377,Jaylen Wells,Jaylen,Wells,True
496,1641705,Victor Wembanyama,Victor,Wembanyama,True
497,1631104,Blake Wesley,Blake,Wesley,True
498,201566,Russell Westbrook,Russell,Westbrook,True
499,1629632,Coby White,Coby,White,True
500,1628401,Derrick White,Derrick,White,True
501,1641715,Cam Whitmore,Cam,Whitmore,True
502,1630598,Aaron Wiggins,Aaron,Wiggins,True
503,203952,Andrew Wiggins,Andrew,Wiggins,True
504,1642873,Amari Williams,Amari,Williams,True
505,1630314,Brandon Williams,Brandon,Williams,True
506,1642262,Cody Williams,Cody,Williams,True
507,1629684,Grant Williams,Grant,Williams,True
508,1631114,Jalen Williams,Jalen,Williams,True
509,1631119,Jaylin Williams,Jaylin,Williams,True
510,1629026,Kenrich Williams,Kenrich,Williams,True
511,1631109,Mark Williams,Mark,Williams,True
512,1630172,Patrick Williams,Patrick,Williams,True
513,1630533,Ziaire Williams,Ziaire,Williams,True
514,1629057,Robert Williams III,Robert,Williams III,True
515,1631246,Vince Williams Jr.,Vince,Williams Jr.,True
516,1629627,Zion Williamson,Zion,Williamson,True
517,1630592,Jalen Wilson,Jalen,Wilson,True
518,1630164,James Wiseman,James,Wiseman,True
519,1642874,Danny Wolf,Danny,Wolf,True
520,1627824,Guerschon Yabusele,Guerschon,Yabusele,True
521,1642905,Yang Hansen,,Yang Hansen,True
522,1642443,Jahmir Young,Jahmir,Young,True
523,1629027,Trae Young,Trae,Young,True
524,1642959,Chris Youngblood,Chris,Youngblood,True
525,1642911,Rocco Zikarsky,Rocco,Zikarsky,True
526,1627826,Ivica Zubac,Ivica,Zubac,True
527,1641783,Tristan da Silva,Tristan,da Silva,True
528,1642365,Nikola Đurišić,Nikola,Đurišić,True
529,203967,Dario Šarić,Dario,Šarić,True
